comparison_id,openeval_result_id,peer_result_id,openeval_evaluation_type,peer_evaluation_type,openeval_result_type,peer_result_type,comparison_type,comparison,n_openeval,n_peer,n_itx,manuscript_id,version
CMP12,R12,R1,SUPPORTED,UNCERTAIN,MINOR,MAJOR,partial,"Partial overlap on trial design claims (C42, C54 regarding CRP as primary outcome). OpenEval finds the overall methodology SUPPORTED. Peer Reviewer 1 rates UNCERTAIN, explicitly challenging CRP as primary outcome choice, questioning its clinical relevance and stating it 'cannot be considered as clinically relevant or interesting.'",33.0,2.0,2,elife-87030,v1
CMP13,R14,R2,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Both address summary conclusions including C99. OpenEval finds C99, C102, C126 SUPPORTED as directly following from primary endpoint results. Peer reviewers acknowledge the primary outcome was reached (C99 included) and rate SUPPORTED, though with reservations about clinical relevance of the endpoint.",3.0,11.0,1,elife-87030,v1
CMP14,R17,R11,SUPPORTED,SUPPORTED,MINOR,MINOR,agree,"Both evaluate acknowledged limitations (C122, C125). OpenEval finds these SUPPORTED as appropriate acknowledgments of constraints. Peer reviewers also find SUPPORTED, with Reviewer 3 explicitly noting these weaknesses should be 'highlighted in the limitations section' and the Editor calling the trial 'small-sized' and paper 'incomplete.'",3.0,2.0,2,elife-87030,v1
CMP15,R20,R4,SUPPORTED,UNCERTAIN,MINOR,MAJOR,partial,"Both address C101 regarding discharge outcomes with power limitations. OpenEval finds this SUPPORTED, acknowledging limited power while reporting positive secondary outcome. Peer reviewers rate the broader discharge claims UNCERTAIN, with methodological concerns affecting interpretation despite the reported significance.",1.0,5.0,1,elife-87030,v1
CMP16,R7,,SUPPORTED,,MINOR,,disjoint,OpenEval evaluates PCT reduction (C88) as SUPPORTED despite limited sample size and no adjustment for multiple testing. No corresponding peer review evaluation found for this specific secondary endpoint.,1.0,,0,elife-87030,v1
CMP17,R13,,SUPPORTED,,MINOR,,disjoint,"OpenEval evaluates frequency distribution analysis (C76) as SUPPORTED, providing complementary perspective on treatment effect. No corresponding peer review evaluation found for this analytical approach.",1.0,,0,elife-87030,v1
CMP18,R15,,UNCERTAIN,,MINOR,,disjoint,"OpenEval evaluates mechanistic interpretations (C111-C114) as UNCERTAIN, noting they are plausible inferences from correlative data but not directly demonstrated. No corresponding peer review evaluation found for these specific mechanistic claims.",4.0,,0,elife-87030,v1
CMP19,R16,,UNCERTAIN,,MAJOR,,disjoint,"OpenEval evaluates broad mechanistic conclusions (C127-C128) as UNCERTAIN, noting they extend beyond what the trial directly demonstrates and lack formal economic analysis. No corresponding peer review evaluation found for these broader claims.",2.0,,0,elife-87030,v1
CMP20,R18,,SUPPORTED,,MINOR,,disjoint,"OpenEval evaluates background literature and rationale (C1-C2, C11-C31) as SUPPORTED with appropriate citations, establishing scientific foundation. No corresponding peer review evaluation found for these background claims.",23.0,,0,elife-87030,v1
CMP21,R19,,UNCERTAIN,,MINOR,,disjoint,"OpenEval evaluates future application speculations (C103, C110, C115-C118, C129) as UNCERTAIN, noting they are reasonable hypotheses but not supported by trial data. No corresponding peer review evaluation found for these speculative claims.",7.0,,0,elife-87030,v1
CMP22,R21,,SUPPORTED,,MINOR,,disjoint,"OpenEval evaluates contextual literature claims (C104-C109, C119-C121, C123) as SUPPORTED with appropriate citations. No corresponding peer review evaluation found for these contextual claims.",10.0,,0,elife-87030,v1
CMP1,R1,R1,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Both evaluations strongly support the core findings on color opponency in V1 centers (C1, C12, C14, C15). OpenEval provides detailed quantitative validation (33% variance, 33.1% color-opponent neurons), while peer reviewers affirm this as 'solid characterization' and a key contribution. Complete agreement on SUPPORTED status.",6.0,4.0,4,elife-89996,v1
CMP2,R1,R2,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"OpenEval R1 includes surround findings (C2, C13) showing luminance dominance (82% variance). Peer R2 accepts these surround properties as part of the solid characterization without challenge. Both SUPPORTED, with OpenEval providing more quantitative detail.",6.0,4.0,2,elife-89996,v1
CMP3,R2,R3,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Both strongly support the posterior-anterior asymmetry in color processing (C3, C23, C24, C25, C86). OpenEval emphasizes quantitative evidence (twice as much color variance posteriorly) and reproducibility across animals. Peer reviewers treat this as a key contribution, explicitly affirming 'more numerous in upper visual field.' Complete agreement on SUPPORTED status.",5.0,7.0,5,elife-89996,v1
CMP4,R3,R5,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Both support the clustering analysis and differential distribution of response types (C31, C32, C33, C34, C88, C89, C90). OpenEval emphasizes GMM methodology (89.2% accuracy) and mechanistic explanation. Peer reviewers affirm the clustering approach and spatial distribution findings. Complete agreement on SUPPORTED status.",6.0,7.0,4,elife-89996,v1
CMP5,R4,R6,UNCERTAIN,SUPPORTED,MAJOR,MAJOR,partial,"Critical disagreement on evaluation type. OpenEval rates predator detection interpretation (C6, C35-C38, C67) as UNCERTAIN, noting model limitations and lack of behavioral validation. Peer reviewers rate as SUPPORTED, accepting the modeling work provides 'insight into ethological relevance' while acknowledging speculative nature. Both recognize speculation but differ on confidence level.",6.0,9.0,6,elife-89996,v1
CMP6,R5,R4,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Both strongly support light-level dependency findings (C21, C22, C43, C80, C81, C83, C84, C85). OpenEval provides detailed analysis ruling out signal-to-noise explanations. Peer reviewers affirm 'opponent responses more pronounced at photopic light levels' without challenge. Complete agreement on SUPPORTED status.",8.0,8.0,7,elife-89996,v1
CMP7,R6,R7,SUPPORTED,SUPPORTED,MAJOR,MINOR,agree,"Both support the comparative retinal-V1 analysis (C19, C20, C75, C76) showing greater color opponency in V1 (33%) versus retina (12%). OpenEval emphasizes quantitative comparison while noting speculative mechanisms. Peer reviewers accept the comparison and inference, framing mechanistic limitations as future work rather than critique. Agreement on SUPPORTED status.",4.0,8.0,4,elife-89996,v1
CMP8,R7,R13,SUPPORTED,SUPPORTED,MAJOR,MINOR,agree,"Both support claims about photopic color representation and rod contributions (C43, C44, C45). OpenEval emphasizes appropriate caveats about photoreceptor contributions. Peer R13 accepts these as part of overall characterization. Agreement on SUPPORTED status with overlapping claims C44, C45.",3.0,4.0,2,elife-89996,v1
CMP9,R8,R11,SUPPORTED,SUPPORTED,MAJOR,MINOR,agree,"Both support the decoding analysis methodology (C77, C79). OpenEval emphasizes SVM cross-validation and statistical testing. Peer reviewers praise the experimental approach and dataset quality. Agreement on SUPPORTED status, though peer review focuses more broadly on overall methods.",3.0,5.0,2,elife-89996,v1
CMP10,R10,R12,SUPPORTED,SUPPORTED,MAJOR,MINOR,agree,"Both support the clustering methodology and validation (C28, C29, C91). OpenEval provides detailed validation metrics (89.2% accuracy, cross-validation). Peer reviewers accept clustering analysis and consistency across animals as convincing evidence. Complete agreement on SUPPORTED status.",7.0,3.0,3,elife-89996,v1
CMP11,R11,R9,SUPPORTED,SUPPORTED,MINOR,MINOR,agree,"Both support the acknowledgment of methodological limitations (C49, C50). OpenEval frames this as appropriate scientific caution with evidence of reasonable effectiveness. Peer reviewers note revisions 'nicely clarified limitations' and emphasize strengths. Agreement on SUPPORTED status for transparent limitation reporting.",2.0,5.0,2,elife-89996,v1
CMP12,R12,R8,SUPPORTED,SUPPORTED,MAJOR,MINOR,agree,"Both strongly support the connection to natural scene statistics and adaptive interpretation (C26, C51, C52, C53, C87). OpenEval notes cautious language ('might be') and grounding in prior literature. Peer reviewers accept the ethological relevance argument as a strength. Complete agreement on SUPPORTED status.",5.0,4.0,4,elife-89996,v1
CMP13,R13,R10,SUPPORTED,SUPPORTED,MINOR,MINOR,agree,Both support background claims about mouse photoreceptor biology and color discrimination (C7-C11). OpenEval treats these as appropriately cited factual context. Peer reviewers accept background framework without challenge. Agreement on SUPPORTED status for established knowledge.,5.0,18.0,5,elife-89996,v1
CMP14,R14,R9,SUPPORTED,SUPPORTED,MINOR,MINOR,agree,"Both support methodological validation claims (C72, C73, C74). OpenEval emphasizes quantitative validation of stimulus alignment. Peer R9 accepts methodological approach and validation procedures. Agreement on SUPPORTED status with partial claim overlap.",6.0,5.0,3,elife-89996,v1
CMP15,R14,R11,SUPPORTED,SUPPORTED,MINOR,MINOR,agree,"Both support experimental methodology (C69, C70, C71). OpenEval focuses on specific validation procedures. Peer R11 praises large-scale imaging approach and dataset quality. Agreement on SUPPORTED status with complementary emphasis.",6.0,5.0,3,elife-89996,v1
CMP16,R15,R10,SUPPORTED,SUPPORTED,MINOR,MINOR,agree,Both support background claims on comparative color vision mechanisms (C39-C42). OpenEval treats these as appropriately cited literature providing context. Peer reviewers accept background framework without challenge. Agreement on SUPPORTED status.,4.0,18.0,4,elife-89996,v1
CMP17,R16,R13,SUPPORTED,SUPPORTED,MAJOR,MINOR,agree,"Both support claims about residual color encoding and spatial distribution (C46, C47). OpenEval notes appropriate cautious language for functional interpretation (C48). Peer R13 accepts these as part of solid characterization. Agreement on SUPPORTED status.",3.0,4.0,2,elife-89996,v1
CMP18,R17,R7,SUPPORTED,SUPPORTED,MINOR,MINOR,agree,Both support claims about retinal/LGN processing and cortical mechanisms (C54-C57). OpenEval emphasizes speculative but reasonable inference connecting retinal mechanisms to V1. Peer reviewers accept comparative analysis without challenge. Agreement on SUPPORTED status.,4.0,8.0,4,elife-89996,v1
CMP19,R18,R10,SUPPORTED,SUPPORTED,MINOR,MINOR,agree,Both support comparative neuroscience background claims (C58-C63). OpenEval treats these as appropriately cited literature contextualizing distributed processing. Peer reviewers accept background framework as established knowledge. Agreement on SUPPORTED status.,6.0,18.0,6,elife-89996,v1
CMP20,R19,R10,UNCERTAIN,SUPPORTED,MINOR,MINOR,partial,"OpenEval rates functional interpretations about predator detection and ethological relevance (C64-C68) as UNCERTAIN due to lack of behavioral validation, despite logical reasoning. Peer R10 accepts background claims (C64-C66) as established knowledge without specific evaluation of speculative aspects. Partial overlap with different evaluation focus.",5.0,18.0,3,elife-89996,v1
CMP21,R20,R6,UNCERTAIN,SUPPORTED,MINOR,MAJOR,partial,"OpenEval rates modeling-based functional interpretations (C92-C95) as UNCERTAIN, noting behavioral relevance remains untested despite logical reasoning. Peer R6 accepts modeling work (C94, C95) as SUPPORTED, providing insight into ethological relevance. Disagreement on confidence level for speculative functional claims.",4.0,9.0,2,elife-89996,v1
CMP22,R9,R11,SUPPORTED,SUPPORTED,MINOR,MINOR,agree,Both support validation of experimental approach (C16-C18). OpenEval emphasizes recovery of known V1 properties validates the paradigm. Peer R11 praises the large-scale imaging methodology. Agreement on SUPPORTED status with complementary focus on validation aspects.,3.0,5.0,0,elife-89996,v1
CMP23,R8,R2,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"OpenEval R8 supports decoding analysis showing color discriminability patterns (C77, C78, C79). Peer R2 accepts center-surround differences (C78, C82) as part of solid characterization. Agreement on SUPPORTED status with minimal claim overlap.",3.0,4.0,1,elife-89996,v1
CMP1,R1,R1,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Perfect agreement on NBD conformational changes (C28-C35). Both evaluations find the PELDOR data convincing and well-supported, with reviewers explicitly affirming 'convincing biophysical support for the dynamic behavior' and OpenEval noting the data 'clearly demonstrate nucleotide-dependent conformational changes.'",8.0,8.0,8,elife-99338,v1
CMP2,R2,R2,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Perfect agreement on lateral gate-1 findings (C36-C42). Both evaluations support the claims, with reviewers describing experiments as 'well-designed and well-executed' and OpenEval confirming the data 'clearly show nucleotide-dependent conformational changes at lateral gate-1.'",7.0,7.0,7,elife-99338,v1
CMP3,R3,R3,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Strong agreement on lateral gate-2 heterogeneity and LptC modulation (C43-C54). OpenEval addresses C43-C54 while peer review covers C43-C57 (including speculative claims C55-C56). Both find the data well-supported, with reviewers highlighting this as a 'notable new insight' and OpenEval noting the data are 'well-documented.'",12.0,15.0,12,elife-99338,v1
CMP4,R4,R4,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Partial overlap on β-jellyroll domain findings. OpenEval focuses on stable LptF-LptG interactions (C5, C58-C59, C95), while peer review addresses broader β-jellyroll dynamics (C58-C65) including both LptF and LptG domains. Both evaluations are supportive of the data quality.",4.0,8.0,2,elife-99338,v1
CMP5,R5,R4,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Partial overlap on LptF β-jellyroll allosteric coupling. OpenEval addresses C6, C60-C62, C96, C99 focusing on ATP-dependent changes in LptF, while peer review covers C58-C65 addressing both LptF and LptG domains more broadly. Both find the allosteric coupling findings significant and well-supported.",6.0,8.0,3,elife-99338,v1
CMP6,R6,R4,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Partial overlap on LptG β-jellyroll behavior. OpenEval addresses C64-C65, C103 showing nucleotide-independent behavior, while peer review covers broader β-jellyroll findings (C58-C65). Both evaluations support the differential regulation between LptF and LptG domains.",3.0,8.0,2,elife-99338,v1
CMP7,R7,R5,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Minimal overlap on LptF-LptC interactions. OpenEval addresses stable β-jellyroll interactions (C66, C107), while peer review focuses on TM-LptC dynamics and insertion/removal (C66-C78). Both are supportive, but address different aspects of LptC behavior.",2.0,13.0,1,elife-99338,v1
CMP8,R8,R5,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Strong agreement on LptC modulation of lateral gate-2. OpenEval addresses C9, C71-C78 focusing on the reduction of heterogeneity upon LptC binding, while peer review covers C66-C78 including broader TM-LptC dynamics. Both highlight this as a key mechanistic insight regarding TM-LptC insertion and release.",9.0,13.0,8,elife-99338,v1
CMP9,R9,R5,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Agreement on TM-LptC dissociation in vanadate-trapped state (C67-C70). OpenEval finds the data supportive with appropriate caveats about incomplete trapping, while peer review emphasizes this as addressing a key knowledge gap about 'insertion and removal of the TM helix of LptC.'",4.0,13.0,4,elife-99338,v1
CMP10,R10,R6,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Perfect agreement on LILBID-MS findings (C79-C82). Both evaluations support the LPS binding and release data, with reviewers noting the approach 'provides insight into the order of operations' and OpenEval confirming the mass spectrometry 'clearly shows LPS-bound complexes' and release patterns.",5.0,4.0,4,elife-99338,v1
CMP11,R11,R9,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Perfect agreement on TM-LptC dynamic behavior (C114-C117). Both evaluations support the integration of PELDOR and LILBID-MS data showing dynamic TM-LptC behavior, with reviewers highlighting insights into 'spatial organization of the LptC domain' and OpenEval noting consistency with structural observations.",4.0,4.0,4,elife-99338,v1
CMP12,R12,R7,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Partial overlap on coordinated conformational changes. OpenEval addresses C7, C85-C86 focusing on NBD and lateral gate coordination, while peer review covers C85-C86, C88-C90, C94 including membrane environment effects. Both support the validation of structural observations in solution.",3.0,6.0,2,elife-99338,v1
CMP13,R13,R7,SUPPORTED,SUPPORTED,MINOR,MAJOR,agree,"Strong agreement on membrane environment effects (C88-C90, C93-C94). Both evaluations support the proteoliposome findings, with reviewers emphasizing this as 'crucial' for providing 'valuable dynamics information in the lipid environment' and OpenEval noting the broader distributions are 'clearly demonstrated.'",5.0,6.0,4,elife-99338,v1
CMP14,R14,R10,SUPPORTED,SUPPORTED,MINOR,MINOR,agree,"Perfect agreement on variant functionality validation (C122-C124). Both evaluations accept that spin-labeled variants retain function, with reviewers describing experiments as 'well-designed and well-executed' and OpenEval noting the validation through ATPase activity and expected conformational changes.",3.0,3.0,3,elife-99338,v1
CMP15,R15,R11,SUPPORTED,SUPPORTED,MINOR,MINOR,agree,"Strong agreement on background knowledge (C1-C4, C10-C19). OpenEval addresses established background about Lpt system and LPS biology, while peer review covers broader background (C1-C27) including structural context. Both treat this as accepted foundational knowledge without challenge.",14.0,22.0,14,elife-99338,v1
CMP16,R16,R11,SUPPORTED,SUPPORTED,MINOR,MINOR,agree,"Partial overlap on prior structural work. OpenEval addresses C20-C26, C83-C84 summarizing structural studies, while peer review covers C1-C27 including this structural context. Both accept this as accurate background establishing the study's motivation.",9.0,22.0,7,elife-99338,v1
CMP17,R17,R3,UNCERTAIN,SUPPORTED,MINOR,MAJOR,partial,"Minimal overlap on speculative functional interpretations. OpenEval rates C27, C55-C56, C63, C87, C98, C102, C105-C106, C108, C110-C111 as UNCERTAIN due to lack of direct validation, while peer review addresses C55-C56 within broader lateral gate-2 findings (C43-C57) and rates them SUPPORTED. Divergence reflects different treatment of speculative mechanistic claims.",12.0,15.0,2,elife-99338,v1
CMP18,R17,R4,UNCERTAIN,SUPPORTED,MINOR,MAJOR,partial,"Minimal overlap on β-jellyroll functional speculation. OpenEval includes C63 among UNCERTAIN speculative claims about functional roles, while peer review addresses it within broader β-jellyroll findings (C58-C65) rated SUPPORTED. Reflects different thresholds for accepting functional interpretations.",12.0,8.0,1,elife-99338,v1
CMP19,R17,R8,UNCERTAIN,SUPPORTED,MINOR,MAJOR,partial,"Minimal overlap on mechanistic model. OpenEval includes C98 (contradicted proposal) among UNCERTAIN claims, while peer review addresses C99, C118-C120 as SUPPORTED mechanistic insights. Both address speculative aspects but with different claim groupings and evaluation outcomes.",12.0,4.0,0,elife-99338,v1
CMP20,R18,R8,UNCERTAIN,SUPPORTED,MAJOR,MAJOR,partial,"Agreement on mechanistic model with different confidence levels. OpenEval rates C118-C120 as UNCERTAIN noting the model is 'plausible and consistent with the data, but lacks direct experimental validation,' while peer review rates C99, C118-C120 as SUPPORTED, treating the model as logical conclusion from data. Key divergence in evaluation of speculative mechanistic proposals.",3.0,4.0,3,elife-99338,v1
CMP21,R19,,SUPPORTED,,MINOR,,disjoint,"OpenEval addresses prior functional studies (C97, C104, C113) establishing domain importance, rating them SUPPORTED. No corresponding peer review evaluation found for these specific background claims.",3.0,,0,elife-99338,v1
CMP22,R20,,SUPPORTED,,MINOR,,disjoint,"OpenEval addresses factual statements about experimental methods and protein classification (C91-C92, C121), rating them SUPPORTED. No corresponding peer review evaluation found for these methodological details.",3.0,,0,elife-99338,v1
CMP23,R21,,SUPPORTED,,MINOR,,disjoint,OpenEval addresses structural features of LptF (C100-C101) as SUPPORTED background. No corresponding peer review evaluation found for these specific structural details.,2.0,,0,elife-99338,v1
CMP24,R22,,SUPPORTED,,MINOR,,disjoint,OpenEval addresses poor resolution of β-jellyroll domains in structures (C109) as SUPPORTED observation. No corresponding peer review evaluation found for this specific structural limitation.,1.0,,0,elife-99338,v1
CMP1,R1,R1,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Both evaluations support the screening methodology and identification of caffeic acid derivatives (C5, C38-C43, C46). OpenEval provides detailed technical assessment of the ultrafiltration step and dose-response data, while peer reviewers praised the 'robust set of methods and confirmatory tests.' Both conclude the screening results are well-supported.",10.0,8.0,8,elife-101757,v1
CMP2,R2,R2,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,Both support the protective effects in vitro and in acute toxin challenge models (C47-C51). OpenEval notes appropriate sample sizes and clear protective effects but questions clinical relevance of pretreatment scenarios. Peer reviewers found 'compelling evidence' and 'solid' support without raising concerns about these findings.,3.0,5.0,3,elife-101757,v1
CMP3,R3,R8,SUPPORTED,UNCERTAIN,MINOR,MAJOR,partial,"OpenEval supports the antimicrobial effects data (C52-C54) but notes these are secondary to toxin inhibition. Peer reviewers express uncertainty, specifically concerned that antibacterial effects complicate attribution of therapeutic effects solely to toxin inhibition, requesting more discussion of this confounding factor.",3.0,3.0,3,elife-101757,v1
CMP4,R4,R3,SUPPORTED,UNCERTAIN,MAJOR,MAJOR,partial,"OpenEval supports the flow cytometry and LysoTracker data (C55-C57) showing CAPE doesn't affect early intoxication steps. Peer reviewers express uncertainty, with the editor noting 'concerns about direct binding assays of CAPE to the toxin,' suggesting the mechanism of direct interaction requires stronger validation.",3.0,4.0,3,elife-101757,v1
CMP5,R5,R4,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Both support the autoproteolysis inhibition data (C58, C7). OpenEval describes it as a 'critical mechanistic finding' with clear dose-dependent inhibition. Peer reviewers acknowledged the mechanistic investigations as 'careful detail' without raising concerns.",2.0,6.0,2,elife-101757,v1
CMP6,R6,R4,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Both support the GTD inhibition data (C59-C60, C8). OpenEval notes the quantitative UDP-Glo assay provides clear dose-response and may represent the primary mechanism. Peer reviewers found the evidence 'solid' and accepted these mechanistic findings.",3.0,6.0,3,elife-101757,v1
CMP7,R7,R4,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,Both support the Western blot data (C61) showing functional consequences in cells. OpenEval emphasizes this bridges in vitro biochemical data with cellular outcomes. Peer reviewers accepted this as part of the 'careful detail' of mechanistic investigation without raising concerns.,1.0,6.0,1,elife-101757,v1
CMP8,R8,R5,SUPPORTED,UNCERTAIN,MAJOR,MAJOR,partial,"OpenEval supports the CD spectroscopy data (C62-C64) but notes the interpretation is inferential—correlation doesn't prove causation. Peer reviewers express uncertainty, with the editor specifically concerned about 'direct binding assays of CAPE to the toxin,' casting doubt on the interpretation of direct interaction.",3.0,5.0,3,elife-101757,v1
CMP9,R9,R5,SUPPORTED,UNCERTAIN,MAJOR,MAJOR,partial,"OpenEval supports the SPR binding data (C65-C66, C6) with quantified affinities consistent with functional IC50 values. Peer reviewers express uncertainty, with the editor noting 'concerns about direct binding assays of CAPE to the toxin,' suggesting the binding data requires stronger validation.",3.0,5.0,2,elife-101757,v1
CMP10,R10,R6,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,Both support the computational predictions and mutagenesis validation (C67-C73). OpenEval praises this as 'rigorous structure-function analysis' showing mutations reduce CAPE inhibition without affecting basal activity. Peer reviewers found 'compelling evidence' and accepted the binding site identification.,7.0,7.0,7,elife-101757,v1
CMP11,R11,R7,SUPPORTED,UNCERTAIN,MAJOR,MAJOR,partial,"OpenEval supports the mouse model data (C75-C80, C9-C11) but notes lack of survival data and treatment timing limitations. Peer reviewers express uncertainty, noting weight loss was not significantly different, histology shows substantial residual pathology, and the abstract 'overstates the amount of disease attenuation.'",12.0,9.0,9,elife-101757,v1
CMP12,R11,R13,SUPPORTED,SUPPORTED,MAJOR,MINOR,agree,"Both support the acknowledgment of residual pathology and CAPE's limitations (C145-C146). OpenEval notes this is 'scientifically honest.' Peer reviewers specifically requested more thorough discussion of residual pathology using precise language, which the manuscript addresses appropriately.",12.0,2.0,2,elife-101757,v1
CMP13,R11,R12,SUPPORTED,SUPPORTED,MAJOR,MINOR,agree,Both support the cytotoxicity data (C74). OpenEval includes this as part of comprehensive mouse model assessment. Peer reviewers accepted this finding as supporting CAPE's safety profile without raising concerns.,12.0,1.0,1,elife-101757,v1
CMP14,R12,R9,SUPPORTED,SUPPORTED,MAJOR,MINOR,agree,"Both support the microbiota analysis data (C81-C95, C12). OpenEval notes comprehensive diversity metrics and statistical analyses but questions causality. Peer reviewers accepted the findings, acknowledging 'comprehensive analysis' and the manuscript's cautious language ('might contribute modestly').",16.0,16.0,16,elife-101757,v1
CMP15,R13,R10,SUPPORTED,UNCERTAIN,MAJOR,MINOR,partial,"OpenEval supports the metabolomics data (C97-C112, C13) with clear group separation but notes correlation doesn't establish causation. Peer reviewers express uncertainty about metabolite identification methods, noting 'insufficient' details about mass spectrometry and requesting clarity on whether identifications were based on MS1 or MS2.",11.0,12.0,11,elife-101757,v1
CMP16,R14,R10,UNCERTAIN,UNCERTAIN,MAJOR,MINOR,agree,"OpenEval rates metabolite mechanism claims as uncertain (C101-C113, C14, C133, C143-C144), noting they are largely speculative without mechanistic experiments. Peer reviewers express uncertainty about the metabolomics methodology itself, questioning the reliability of metabolite identification due to insufficient MS details.",11.0,12.0,1,elife-101757,v1
CMP17,R15,R11,SUPPORTED,SUPPORTED,MINOR,MINOR,agree,"Both support the melatonin validation experiments (C114-C117, C143-C144). OpenEval notes the high doses required support the conclusion that melatonin changes are not the primary mechanism. Peer reviewers implicitly accepted this interpretation by not raising concerns about the manuscript's acknowledgment that melatonin 'may not reach therapeutic relevance.'",4.0,6.0,4,elife-101757,v1
CMP1,R6,R1,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,Perfect agreement on claims C15-C20 regarding global mortality rankings and rates. Both evaluations find these claims SUPPORTED. OpenEval notes robust evidence with uncertainty intervals; peer reviewers describe results as 'technically solid' and 'compelling' with no specific concerns.,6.0,6.0,6,elife-94088,v1
CMP2,R16,R5,SUPPORTED,UNCERTAIN,MAJOR,MAJOR,partial,"Disagreement on claims C56-C62 regarding correlation analyses. OpenEval rates SUPPORTED but notes missing correlation coefficients and statistical significance. Peer reviewers rate UNCERTAIN, specifically citing lack of statistical analyses and p-values for comparisons, aligning with OpenEval's concern.",7.0,7.0,7,elife-94088,v1
CMP3,R21,R8,SUPPORTED,SUPPORTED,MAJOR,MINOR,agree,Agreement on claims C76-C77 regarding LD analysis. Both evaluations find these claims SUPPORTED. OpenEval notes findings suggest distinct haplotype structures but lacks quantitative LD measures; peer reviewers find this part of 'technically solid' genetic analysis supporting ethnic-specific architecture.,2.0,2.0,2,elife-94088,v1
CMP4,R25,R12,SUPPORTED,SUPPORTED,MINOR,MINOR,agree,"Perfect agreement on claims C85-C120, all literature citations. Both evaluations find these SUPPORTED. OpenEval notes appropriate citations providing context; peer reviewers do not challenge citations, recognizing they support discussion but are not original results.",36.0,36.0,36,elife-94088,v1
CMP5,R26,R10,SUPPORTED,UNCERTAIN,MAJOR,MAJOR,partial,"Disagreement on claims C121-C125, the main study conclusions. OpenEval rates SUPPORTED but notes C125 about low-frequency variants is speculative. Peer reviewers rate UNCERTAIN, citing unfocused presentation and incomplete statistical support, with conclusions extending beyond what data demonstrate.",5.0,5.0,5,elife-94088,v1
CMP6,R20,R7,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,Agreement on claims C71-C75 regarding population-specific variants in South Asian populations. Both evaluations find these SUPPORTED. OpenEval notes identification of specific genetic variants; peer reviewers specifically praise identification of 'specific genetic loci that increase risk and how they differ by region.',5.0,8.0,5,elife-94088,v1
CMP7,R11,R3,SUPPORTED,UNCERTAIN,MAJOR,MAJOR,partial,"Disagreement on claims C30-C37 regarding regional mortality trends. OpenEval rates SUPPORTED, noting EAPC analysis and statistical significance testing. Peer reviewers rate UNCERTAIN, stating 'statistical analyses are yet to be carried out' for many comparisons, suggesting incomplete statistical testing despite some p-values.",8.0,13.0,8,elife-94088,v1
CMP8,R17,R6,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,Agreement on claims C63-C65 regarding population structure analysis. Both evaluations find these SUPPORTED. OpenEval notes model-based clustering provides evidence for genetic differentiation but lacks algorithm details; peer reviewers find genetic loci identification 'technically solid.',3.0,5.0,3,elife-94088,v1
CMP9,R15,R4,SUPPORTED,UNCERTAIN,MAJOR,MAJOR,partial,"Disagreement on claims C49-C55 regarding proportional prevalence with regional differences. OpenEval rates SUPPORTED with statistical significance testing. Peer reviewers rate UNCERTAIN, emphasizing need to 'include p-values for all comparisons' and noting incomplete statistical testing.",7.0,13.0,7,elife-94088,v1
CMP10,R18,R6,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,Agreement on claims C66-C67 regarding PCA analysis showing African genetic diversity. Both evaluations find these SUPPORTED. OpenEval notes consistency with known human genetic diversity patterns; peer reviewers include this in 'technically solid' genetic analysis.,2.0,5.0,2,elife-94088,v1
CMP11,R19,R7,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,Agreement on claims C68-C70 regarding shared variants analysis. Both evaluations find these SUPPORTED. OpenEval notes substantial population-specific architecture but questions MAF threshold; peer reviewers praise identification of region-specific genetic loci as technically solid.,3.0,8.0,3,elife-94088,v1
