comparison_id,openeval_result_id,peer_result_id,openeval_evaluation_type,peer_evaluation_type,openeval_result_type,peer_result_type,comparison_type,comparison,n_openeval,n_peer,n_itx,manuscript_id,version,intersection_fraction,n_peer_int,n_openeval_int,agree_bar_cat
CMP6,R6,R4,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both evaluate IL-4 and IFN-γ/IL-21 responses (C30, C31). OpenEval finds the predominant IL-4 response well-supported and biologically plausible. Peer reviewers rate UNSUPPORTED, with Reviewer 1 expressing 'serious concerns about cytokine detection' and questioning whether IL-4 staining represents 'autofluorescence rather than true cytokine signals.' Strong disagreement on data validity.",2.0,2.0,2,elife-98462,v1,1.0,2,2,Disagree
CMP2,R1,R2,Supported,Unsupported,MAJOR,MAJOR,Disagree,"OpenEval supports the mathematical framework including birth-death parameterization (C28-C31), while Peer Reviewer 1 explicitly critiques this parameterization as implausible, noting that variants with birth rate b=1 would be 'immortal' and suggesting constant rates would be more reasonable.",24.0,4.0,4,elife-106365,v1,0.16666666666666666,4,24,Disagree
CMP15,R11,R7,Supported,Unsupported,MINOR,MAJOR,Disagree,"Both evaluate the validation methodology (C43-C52). OpenEval finds the approach clearly documented and methodologically sound. Peer Reviewer 3 criticizes it as 'limited to endpoint comparisons' with no mutation-level accuracy assessment, and questions using consensus sequences that 'may not accurately reflect underlying population structure.'",19.0,7.0,7,elife-106365,v1,0.3684210526315789,7,19,Disagree
CMP16,R11,R8,Supported,Unsupported,MINOR,MAJOR,Disagree,"Both address evaluation metrics (C59-C61, C94). OpenEval finds metrics appropriate and well-cited. Peer Reviewer 2 states 'it is difficult to evaluate predictive performance' because percent divergence is 'difficult to compare across viral proteins and datasets,' suggesting normalization by expected divergence.",19.0,4.0,3,elife-106365,v1,0.15789473684210525,4,19,Disagree
CMP19,R16,R11,Supported,Unsupported,MINOR,MAJOR,Disagree,"Both evaluate concluding claims about forecasting capability (C8, C136-C137). OpenEval finds conclusions supported by empirical results. Peer Reviewer 3 directly challenges the forecasting claim, stating 'the study does not substantiate its central claim of forecasting' and 'the model does not predict future sequences with measurable accuracy.'",4.0,3.0,2,elife-106365,v1,0.5,3,4,Disagree
CMP20,R1,R12,Supported,Unsupported,MAJOR,MAJOR,Disagree,"OpenEval supports the fitness function formulation (C25-C27) as part of the mathematical framework. Peer Reviewer 3 critiques it, noting the fitness function 'rewards increased stability without testing whether real evolutionary trajectories tend to maintain, increase, or reduce folding stability' for the studied proteins.",24.0,3.0,3,elife-106365,v1,0.125,3,24,Disagree
CMP1,R1,R1,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Major disagreement on C2 (crest interpretation). OpenEval finds morphological evidence SUPPORTED with converging lines of evidence. Peer Reviewer 1 strongly challenges this as UNSUPPORTED, arguing the perpendicular feather orientation is a taphonomic artifact from compression, not evidence of an actual crest.",6.0,1.0,1,elife-103628,v1,0.16666666666666666,1,6,Disagree
CMP10,R8,R9,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Strong disagreement on behavioral evidence (C71, C96). OpenEval finds SUPPORTED despite noting missing anxiety figure. Peer review rates UNSUPPORTED, stating 'behavioral analysis remains insufficient to support claims of cognitive impairment' and that 'use of a single working memory test following an anxiety test is inadequate.'",2.0,2.0,2,elife-106362,v1,1.0,2,2,Disagree
CMP5,R5,R3,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both address T cell gene expression changes (C8-C10, C72-C74, C77-C80, C83). OpenEval finds SUPPORTED based on mRNA sequencing showing infection-specific changes. Peer reviewers rate UNSUPPORTED, fundamentally challenging conclusions by noting authors 'truly did not examine key basic features' - lacking data on T cell numbers, percentages, and recruitment to infection sites. Major disagreement: OpenEval accepts transcriptomic evidence; peer reviewers argue gene paucity may reflect 'a whole different set of defects' not dysfunction.",11.0,25.0,11,elife-100433,v1,0.44,25,11,Disagree
CMP7,R6,R3,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Overlapping evaluation of T cell dysfunction mechanisms (C82, C84-C86). OpenEval interprets pathway enrichment as supporting activation defects. Peer reviewers fundamentally challenge this, emphasizing lack of cell transfer experiments and mechanistic validation to determine cellular culprits. Both address same phenomena but peer reviewers demand higher evidence standard.",5.0,25.0,4,elife-100433,v1,0.16,25,5,Disagree
CMP9,R7,R3,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Additional overlap on T cell functional assays (C89-C92, C96). OpenEval finds co-culture data SUPPORTED. Peer reviewers' UNSUPPORTED rating for T cell dysfunction broadly encompasses these claims, emphasizing lack of mechanistic validation and proper immunological characterization.",8.0,25.0,5,elife-100433,v1,0.2,25,8,Disagree
CMP13,R11,R3,Supported,Unsupported,MINOR,MAJOR,Disagree,"OpenEval addresses CD247 reduction in aged mice (C126-C127), finding SUPPORTED as suggesting aging-related T cell dysfunction shares features with Terc deletion. Peer reviewers' UNSUPPORTED rating for T cell dysfunction encompasses these claims, with broader criticism of inadequate immunological characterization and lack of mechanistic validation.",2.0,25.0,2,elife-100433,v1,0.08,25,2,Disagree
CMP15,R13,R3,Supported,Unsupported,MAJOR,MAJOR,Disagree,OpenEval's mechanistic conclusion (C135) overlaps with peer reviewers' UNSUPPORTED rating for T cell dysfunction. OpenEval acknowledges need for additional experiments (blocking inflammation to rescue T cell function) but finds existing correlation supportive. Peer reviewers fundamentally reject conclusions due to lack of mechanistic validation.,2.0,25.0,1,elife-100433,v1,0.04,25,2,Disagree
CMP17,R17,R3,Supported,Unsupported,MAJOR,MAJOR,Disagree,"OpenEval addresses complete absence of CD247 as novel finding (C116), rating SUPPORTED as new observation distinct from prior chronic infection studies. Peer reviewers' UNSUPPORTED rating for T cell dysfunction encompasses this claim, challenging interpretation that gene paucity indicates dysfunction rather than 'potentially a whole different set of defects.' Fundamental disagreement on what transcriptomic changes represent.",1.0,25.0,1,elife-100433,v1,0.04,25,1,Disagree
CMP8,R2,R6,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both address uniform distribution control experiment and functional interpretation (C6, C53-C55, C68, C71). OpenEval finds claims SUPPORTED as critical evidence for gain control. Peer reviewers find UNSUPPORTED, with Reviewer 3 stating it's inappropriate to conclude alpha/beta function from a model lacking these oscillations, and Reviewer 1 noting the gain control assumption is flawed.",13.0,6.0,6,elife-99383,v1,0.46153846153846156,6,13,Disagree
CMP17,R16,R17,Supported,Unsupported,MINOR,MAJOR,Disagree,"Both evaluate SPICE's performance and database choice (C127-C128). OpenEval finds this SUPPORTED, noting successful prediction and validation. Peer reviewers find this UNSUPPORTED, with Reviewer 2 strongly criticizing use of 'old data from ENCODE (2010-2012)' and stating the claim that newer databases wouldn't alter conclusions is speculative and untested.",2.0,2.0,2,elife-88833,v1,1.0,2,2,Disagree
CMP9,R6,R3,Supported,Unsupported,MINOR,MAJOR,Disagree,"Strong disagreement on apoptosis data (C59-C60). OpenEval finds apoptosis data in peripheral blood supportive and consistent with bone marrow loss. Peer Reviewer 1 directly challenges reliability, noting 80% apoptosis in lymph nodes and 50% in spleen of control mice is 'way too high' and suggests artefactual stress during in vitro processing. Evidence deemed unreliable by peer review.",2.0,4.0,2,elife-87281,v1,0.5,4,2,Disagree
CMP14,R9,R12,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both address the fixed-order design error (C108-C112, C135). OpenEval SUPPORTS the transparent reporting but notes it as a 'serious limitation,' while peer reviewers rate as UNSUPPORTED, explicitly identifying it as a 'critical weakness' that 'may have critically influenced the results.'",9.0,6.0,6,elife-91579,v1,0.6666666666666666,6,9,Disagree
CMP13,R12,R10,Supported,Unsupported,MINOR,MAJOR,Disagree,"Strong disagreement on male-only design (C91). OpenEval rates this as SUPPORTED acknowledgment of limitation, while peer reviewers rate as UNSUPPORTED, explicitly critiquing it as a major drawback that significantly limits generalizability.",4.0,2.0,1,elife-88172,v1,0.25,2,4,Disagree
CMP14,R13,R10,Supported,Unsupported,MINOR,MAJOR,Disagree,"Minimal overlap on methodological details (C96). OpenEval supports standard methods as appropriate, while peer reviewers critique the male-only design as a significant limitation affecting scope.",16.0,2.0,1,elife-88172,v1,0.0625,2,16,Disagree
CMP1,R1,R1,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both address lysosomal Ca2+ measurements using GCaMP3-ML1 (C22, C23). OpenEval finds the data well-supported by multiple complementary measurements. Peer reviewers fundamentally reject this result as 'highly problematic' due to transient transfection issues in BMDMs, stating 'efficiency of transfection in BMDMs is always extremely low' and 'overexpression results in gross mislocalization' preventing credible measurements.",4.0,2.0,2,elife-87561,v1,0.5,2,4,Disagree
CMP9,R8,R13,Supported,Unsupported,MAJOR,MINOR,Disagree,"Both evaluate plasma membrane vs lysosomal TRPM2 using patch clamp (C68-C76). OpenEval finds the data provide strong evidence for lysosomal versus plasma membrane TRPM2. Peer reviewers reject this, stating the patch clamp data are 'of very poor quality,' questioning whether results represent 'leak currents,' noting 'Trpm2-/- controls are missing,' and that '20 uM ACA is not a selective inhibitor.'",9.0,9.0,9,elife-87561,v1,1.0,9,9,Disagree
CMP10,R9,R5,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both address ER→lysosome Ca2+ flux (C77-C81). OpenEval finds strong support from GEM-CEPIA1er and D1ER measurements showing temporal correlation. Peer reviewers fundamentally reject this, stating 'ER-Lysosome Ca2+ refilling experiments rely on transient transfection' which is 'highly problematic,' and 'the data procured are also not convincing and lack critical controls.'",5.0,16.0,5,elife-87561,v1,0.3125,16,5,Disagree
CMP11,R10,R5,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both evaluate IP3R involvement in ER→lysosome Ca2+ transfer (C82-C88). OpenEval finds support from Xestospongin C and TPEN effects. Peer reviewers reject the underlying ER-lysosome Ca2+ refilling data due to transfection issues and lack of controls, undermining these mechanistic claims.",7.0,16.0,7,elife-87561,v1,0.4375,16,7,Disagree
CMP12,R11,R5,Supported,Unsupported,MINOR,MAJOR,Disagree,Both address VAPA-ORP1L contacts facilitating Ca2+ refilling (C89-C90). OpenEval finds PLA data supportive though mechanistic link not directly tested. Peer reviewers' rejection of the ER-lysosome Ca2+ refilling approach extends to questioning these contact site data.,2.0,16.0,2,elife-87561,v1,0.125,16,2,Disagree
CMP13,R12,R6,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both evaluate SOCE activation and its role in inflammasome (C91-C98). OpenEval finds support from pharmacological inhibitors and D1ER measurements. Peer reviewers state 'there is no credible evidence that SOCE is activated,' criticizing 'snapshot measurements and crude non-selective inhibitors,' and stating 'the only definitive way' is patch clamp electrophysiology.",8.0,13.0,8,elife-87561,v1,0.6153846153846154,13,8,Disagree
CMP14,R13,R6,Supported,Unsupported,MAJOR,MAJOR,Disagree,Both address STIM1-ORAI1 colocalization as evidence of SOCE (C99-C101). OpenEval finds confocal microscopy data supportive. Peer reviewers' rejection of SOCE activation evidence extends to questioning whether these colocalization data demonstrate functional SOCE in this context.,3.0,13.0,3,elife-87561,v1,0.23076923076923078,13,3,Disagree
CMP12,R9,R9,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Major disagreement on histological nerve regeneration evidence (C7, C99-C101, C120-C127). OpenEval finds the immunofluorescence data supportive, but peer reviewers explicitly state 'The histological data and analyses following spinal cord injury are not convincing' citing poor image quality and resolution insufficient to support quantitative claims.",14.0,12.0,3,elife-90184,v1,0.21428571428571427,12,14,Disagree
CMP1,R3,R1,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both evaluate the simulation protocol (C22, C35-C41). OpenEval finds the design well-controlled with validation demonstrating comparable conformational sampling. Peer reviewers fundamentally challenge comparability, stating the short apo simulations (1-4 μs) are insufficient for meaningful conformational transitions in a 140-residue IDP, making direct comparison with the 1500 μs fasudil dataset invalid for MSM construction.",8.0,8.0,8,elife-97709,v1,1.0,8,8,Disagree
CMP3,R6,R3,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both evaluate the MSM finding of increased metastable states (C49-C51). OpenEval finds this supported by Chapman-Kolmogorov validation and control analyses. Peer reviewers fundamentally reject the MSM validity, stating insufficient conformational transitions in short apo simulations make the kinetics and thermodynamics 'relatively meaningless' and comparisons with fasudil MSM 'likely to be meaningless.'",6.0,5.0,3,elife-97709,v1,0.5,5,6,Disagree
CMP4,R6,R4,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both address trajectory length validation (C52-C53). OpenEval considers the control analyses adequate to rule out artifacts. Peer reviewers dismiss this validation, maintaining that the fundamental issue of insufficient conformational transitions in short apo simulations remains unaddressed regardless of these controls.",6.0,2.0,2,elife-97709,v1,0.3333333333333333,2,6,Disagree
CMP9,R14,R8,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both evaluate protein entropy calculations (C99-C106). OpenEval finds MIST approach sound with clear demonstration of entropy range broadening and correlation with populations. Peer reviewers reject these conclusions, stating that entropy analysis depends entirely on valid macrostates, which are fundamentally questioned, making entropy differences and their interpretation as fasudil-induced modulation unsupported.",8.0,21.0,8,elife-97709,v1,0.38095238095238093,21,8,Disagree
CMP10,R15,R8,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both address residue-wise entropy analysis (C107-C118). OpenEval finds correlation between binding sites and entropy changes clearly demonstrated. Peer reviewers reject this as unsupported because the fundamental MSM critique means 'kinetics and thermodynamics of the resulting MSM are likely to be relatively meaningless,' invalidating entropy-based conclusions.",11.0,21.0,10,elife-97709,v1,0.47619047619047616,21,11,Disagree
CMP11,R16,R9,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both evaluate MFPT analysis and kinetic slowing (C120-C127). OpenEval finds the correlation between entropy and transition times clearly demonstrated with reasonable mechanistic interpretation. Peer reviewers explicitly reject this, stating that if simulations are too short for conformational transitions (likely for apo dataset), 'any kinetics and thermodynamics modeled by an MSM will be inherently meaningless.'",9.0,9.0,8,elife-97709,v1,0.8888888888888888,9,9,Disagree
CMP12,R17,R10,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both address the main entropy expansion conclusion (C128). OpenEval finds it well-supported by MSM and entropy analyses, though noting rigorous demonstration would require total ensemble entropy calculation. Peer reviewers directly challenge this central conclusion, stating comparisons are 'likely to be meaningless' due to fundamental simulation/analysis flaws, with editor noting 'simulations and analyses in their present form are inadequate.'",1.0,3.0,1,elife-97709,v1,0.3333333333333333,3,1,Disagree
CMP13,R11,R10,Supported,Unsupported,MINOR,MAJOR,Disagree,"Both discuss entropy-expansion mechanism context (C90-C91). OpenEval finds the interpretation reasonable given observed states and conformational space. Peer reviewers reject the entropy-expansion mechanism as unsupported, stating that without valid MSMs and thermodynamic analysis, this mechanistic conclusion cannot be sustained.",7.0,3.0,2,elife-97709,v1,0.2857142857142857,3,7,Disagree
CMP5,R5,R5,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both address attention paradigm validation (C55-C58, C61-C62). OpenEval finds SUPPORTED by data in Figures 4-6 with established alpha-band phenomena, though notes additional activations remain suggestive. Peer reviewers find UNSUPPORTED: Reviewer 1 explicitly states 'no actual comparison appears to have been completed' with standard EEG analysis despite abstract claims, calling refusal to compare 'illogical.' Major disagreement on whether comparison was actually performed.",8.0,6.0,6,elife-100123,v1,0.75,6,8,Disagree
CMP9,R9,R9,Supported,Unsupported,MINOR,MINOR,Disagree,"Both address characterization of SPECTRE vs source localization differences (C82-C84, C88-C92). OpenEval finds SUPPORTED though notes LoretaKey1 comparison somewhat unfair. Peer reviewers find UNSUPPORTED: Reviewer 1 explicitly rejects authors' justification for not comparing, calling it 'illogical,' and Reviewer 3 notes 'comparisons to benchmark remain unaddressed.' Major disagreement on whether fundamental differences justify avoiding validation comparisons.",11.0,5.0,5,elife-100123,v1,0.45454545454545453,5,11,Disagree
CMP6,R6,R6,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both evaluate negative results for MBK-2 involvement (C83-C94). OpenEval rates SUPPORTED, viewing the comprehensive negative evidence as strong. Peer reviewers rate UNSUPPORTED, stating they are 'left unconvinced' and noting missing data, unreliable RNAi in neurons, and insufficient evidence for the negative conclusion. Major disagreement on adequacy of negative evidence.",12.0,9.0,9,elife-94583,v1,0.75,9,12,Disagree
CMP1,R2,R1,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both evaluate the comparative performance claims (C5, C6, C38-C44) from Table 1. OpenEval finds the results SUPPORTED with caveats about true negative definitions, while peer reviewers find them UNSUPPORTED, explicitly stating the FTMap comparison is invalid because FTMap identifies small molecule binding sites, not PPI hot spots. This represents a fundamental disagreement on the validity of the performance comparison.",9.0,9.0,9,elife-96643,v1,1.0,9,9,Disagree
CMP5,R6,R5,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both address speed-accuracy tradeoff absence and reflex-speed claims (C8, C79, C110, C120). OpenEval finds it SUPPORTED with no correlation between error and latency. Peer review rates it UNSUPPORTED - Reviewer 2 explicitly challenges the 40ms claim as having 'little support,' noting previous studies show 60-75ms latencies, and criticizes mentioning 40ms in abstract as 'overselling the result.'",6.0,5.0,4,elife-99634,v1,0.6666666666666666,5,6,Disagree
CMP7,R6,R5,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both evaluate molecular subtyping claims (C34-C38, with OpenEval also covering C78-C79). OpenEval finds the approach biologically-informed with significant survival differences and appropriate methodology. Peer reviewer R3 explicitly states the subtype results are 'not convincing,' noting univariate analysis is insufficient and that lack of multivariable analysis means authors cannot claim clinically relevant subtypes. Strong disagreement on subtype validity.",7.0,5.0,5,elife-103737,v1,0.7142857142857143,5,7,Disagree
CMP8,R10,R10,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both evaluate novelty and clinical promise claims (C45, C88-C91, C94). OpenEval finds the radiomics-EV miRNA integration methodologically innovative and well-documented, though notes C94's clinical promise is aspirational. Peer reviewers rate as UNSUPPORTED, with editor stating evidence is incomplete, R3 identifying fundamental design flaws, and R2 calling the design flawed, making broad clinical claims premature. Major disagreement on novelty and clinical utility.",7.0,5.0,5,elife-103737,v1,0.7142857142857143,5,7,Disagree
CMP10,R9,R8,Supported,Unsupported,MAJOR,MINOR,Disagree,"Both evaluate pathway enrichment analysis (C42-C44, C66). OpenEval finds the GSEA methodology standard and appropriate with clear presentation. Peer reviewers rate as UNSUPPORTED because the pathway analyses are downstream of unconvincing subtype classification, with R3's critique about insufficient multivariable analysis applying to all functional characterization. Disagreement stems from different assessments of upstream subtyping validity.",6.0,4.0,4,elife-103737,v1,0.6666666666666666,4,6,Disagree
CMP11,R13,R3,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Partial claim overlap (C7, C75-C76). Major disagreement: OpenEval rates main causal conclusion as SUPPORTED with converging evidence from multiple measures. Peer reviewers rate as UNSUPPORTED, explicitly challenging the causal claim and stating 'results still do not lead to the conclusion that the angular gyrus is causally involved' due to absence of target engagement analyses.",14.0,3.0,3,elife-91033,v1,0.21428571428571427,3,14,Disagree
CMP1,R6,R2,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both evaluate the Scott-Hwa computational model (C24-C30, C54). OpenEval finds the model well-supported with clear mechanistic explanations. Peer reviewers explicitly reject this, arguing the bacterial model is inappropriate for yeast due to missing ppGpp regulation and lack of quantitative validation in yeast. This is a major disagreement on model applicability.",8.0,10.0,7,elife-105265,v1,0.7,10,8,Disagree
CMP2,R8,R3,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both evaluate the Weisse model (C32-C36). OpenEval finds it supported with clear computational results demonstrating the Product function. Peer reviewers explicitly challenge this, noting the model was only fitted to E. coli data and never validated for yeast, questioning its applicability to explain genome-wide patterns. Strong disagreement on model validity.",5.0,8.0,5,elife-105265,v1,0.625,8,5,Disagree
CMP3,R7,R2,Supported,Unsupported,MINOR,MAJOR,Disagree,"Both address limitations of the Product function for beneficial mutations (C31, C59-C60). OpenEval views this as an appropriately noted boundary condition. Peer reviewers include these claims in their broader critique of the Scott-Hwa model's applicability, viewing them as part of an unsupported mechanistic framework.",3.0,10.0,3,elife-105265,v1,0.3,10,3,Disagree
CMP4,R9,R3,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both evaluate mechanistic explanations for deviations (C37, C39). OpenEval finds the analytical approximation and identification of nonlinear kinetics well-supported. Peer reviewers reject the underlying models, arguing they fail to account for the generality of product neutrality across diverse genetic perturbations.",2.0,8.0,2,elife-105265,v1,0.25,8,2,Disagree
CMP9,R13,R11,Supported,Unsupported,MINOR,MAJOR,Disagree,"Strong disagreement on telomere silencing effectiveness (C61). OpenEval treats this as supported contextual claim from literature. However, Peer Reviewer 3 explicitly challenges the silencing claim with data showing nonsignificant differences and reduced expression in SY12 strain, directly contradicting the interpretation.",2.0,2.0,1,elife-91223,v1,0.5,2,2,Disagree
CMP17,R15,R10,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Strong disagreement on predictive conclusion about 3'UTR regulation (C8, C121). OpenEval finds the prediction reasonable given the data, appropriately acknowledging it as hypothesis requiring validation. Peer reviewers explicitly challenge this conclusion, stating there is 'little proof that the results have biological significance' and 'insufficient orthogonal validation.' Editor concludes evidence is incomplete.",2.0,2.0,2,elife-87517,v1,1.0,2,2,Disagree
CMP1,R1,R1,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both evaluate behavioral evidence for IR-induced cognitive impairment (C3, C13-C16). OpenEval finds the evidence SUPPORTED with multiple validated tests and statistical significance. Peer review finds it UNSUPPORTED due to fundamental flaws: inappropriate timing (3-8 days vs required >2 months), inappropriate dose fractionation (5x2 Gy too protective), marginal effects, low sample sizes (4-5 animals), and methodological issues with habituation and exploration levels.",5.0,5.0,5,elife-89221,v1,1.0,5,5,Disagree
CMP10,R9,R7,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both evaluate in vivo antagomiR therapeutic efficacy (C8, C50-C55, with OpenEval also including C89, C93). OpenEval finds SUPPORTED with evidence of brain delivery, target engagement, and behavioral rescue. Peer review finds UNSUPPORTED because the baseline cognitive impairment at 3-8 days is 'completely irrelevant' per Reviewer 2, making rescue of this non-physiological phenotype invalid; Reviewer 1 also requests in vivo molecular marker staining.",9.0,7.0,7,elife-89221,v1,0.7777777777777778,7,9,Disagree
CMP3,R3,R3,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Major disagreement on SF profile-category relationship (C23-C58 vs C21-C59). OpenEval finds SUPPORTED with novel evidence from quadratic fitting and separability index. Peer reviewers rate UNSUPPORTED, stating 'The conclusion that single-unit spatial frequency selectivity can predict object coding requires further evidence' and findings are 'premature given the low number of stimuli.'",12.0,14.0,11,elife-93589,v1,0.7857142857142857,14,12,Disagree
CMP4,R4,R3,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Disagreement on population-level SF-category correlation (C21-C22, C59). OpenEval finds SUPPORTED with high correlations (0.66, 0.39) and significant p-values. Peer reviewers challenge this as part of their broader UNSUPPORTED assessment of the SF-category predictive relationship, citing insufficient evidence.",3.0,14.0,3,elife-93589,v1,0.21428571428571427,14,3,Disagree
CMP12,R20,R7,Supported,Unsupported,MINOR,MAJOR,Disagree,"Strong disagreement on stimulus duration (C125). OpenEval finds methodological details SUPPORTED as enabling reproducibility. Peer reviewers rate UNSUPPORTED, identifying 'One big issue' that 'stimulus duration was too brief and could have weakened the effects of high spatial frequencies and confounded the conclusions.'",26.0,1.0,1,elife-93589,v1,0.038461538461538464,1,26,Disagree
CMP6,R6,R8,Supported,Unsupported,MINOR,MAJOR,Disagree,"Major disagreement on IR expression patterns (C43, C44, C45). OpenEval finds the immunohistochemistry data for IR56d supportive, but peer reviewers identify critical contradictions with multiple previous studies showing IR56d in sweet neurons, not bitter neurons. Peer review also notes lack of adult expression for Ir7g and Ir51b GAL4 reporters.",3.0,3.0,3,elife-106256,v1,1.0,3,3,Disagree
CMP1,R1,R1,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Strong disagreement on C31. OpenEval finds the control experiment with unfamiliar mice appropriately validates social vs. non-social factors (SUPPORTED), while Peer Reviewer 3 explicitly challenges this claim as false, providing statistical reasoning that mice did not perform at chance and questioning whether individual identification is necessary (UNSUPPORTED).",12.0,1.0,1,elife-103748,v1,0.08333333333333333,1,12,Disagree
CMP6,R4,R5,Supported,Unsupported,MINOR,MAJOR,Disagree,"Both address control analyses for confounding variables (C65-C68, C143). OpenEval finds the controls appropriate and strengthening (SUPPORTED), while peer reviewers find them inadequate. Reviewer 2 states the movement analysis is 'unconvincing' and 'I see no effort by the authors to investigate the importance of movement and motivation' (UNSUPPORTED).",5.0,5.0,5,elife-96603,v1,1.0,5,5,Disagree
CMP12,R6,R10,Supported,Unsupported,MAJOR,MINOR,Disagree,"Both address novelty claims (C104). OpenEval rates connectivity findings as SUPPORTED with justified novelty claim, while peer reviewers rate as UNSUPPORTED, explicitly stating 'claims of primacy in showing early prefrontal cortical involvement...several studies already have shown this,' rejecting the novelty claim.",10.0,3.0,1,elife-89076,v1,0.1,3,10,Disagree
CMP1,R1,R1,Unsupported,Supported,MAJOR,MAJOR,Disagree,"Major disagreement on core findings (C10, C11, C42, C43). OpenEval rates as UNSUPPORTED due to failure of Bonferroni correction, marginal associations, and lack of replication. Peer reviewers rate as SUPPORTED, describing 'convincing evidence' for three immune cell types. This represents the most significant divergence in the evaluations.",6.0,6.0,4,elife-92895,v1,0.6666666666666666,6,6,Disagree
CMP3,R3,R3,Unsupported,Supported,MAJOR,MAJOR,Disagree,"Strong disagreement on MVMR and sensitivity analyses (C17, C18, C76, C77). OpenEval rates as UNSUPPORTED, citing internal contradictions and lack of robustness as undermining causal claims. Peer reviewers rate as SUPPORTED, accepting these as part of careful methodological rigor.",4.0,4.0,4,elife-92895,v1,1.0,4,4,Disagree
CMP6,R6,R7,Unsupported,Supported,MAJOR,MINOR,Disagree,"Strong disagreement on therapeutic target claims (C44). OpenEval rates as UNSUPPORTED, stating gene targets are speculative and conclusions overstate evidence strength. Peer reviewers rate as SUPPORTED, accepting translational interpretation within context of overall findings.",3.0,1.0,1,elife-92895,v1,0.3333333333333333,1,3,Disagree
CMP7,R7,R8,Unsupported,Supported,MINOR,MAJOR,Disagree,"Major disagreement on clinical implications (C47, C85, C86). OpenEval rates as UNSUPPORTED, calling translational claims premature and inconsistent with study limitations. Peer reviewers rate as SUPPORTED, with one explicitly affirming 'significant implications for periodontal care.'",4.0,3.0,3,elife-92895,v1,0.75,3,4,Disagree
CMP6,R5,R5,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Strong disagreement on epistasis interpretation (C91-C94). OpenEval rates as SUPPORTED while acknowledging alternative interpretations are possible. Peer reviewers rate as UNSUPPORTED, with Reviewer 1 explicitly stating 'the claim that dact1/2 function downstream of wnt11f2 is not well supported' due to distinct expression patterns and likely secondary effects.",4.0,4.0,4,elife-91648,v1,1.0,4,4,Disagree
CMP16,R16,R10,Supported,Unsupported,MINOR,MAJOR,Disagree,Agreement on acknowledging limitations (C170-C171). Both evaluations note the importance of acknowledging that capn8 necessity was not tested. OpenEval rates these limitation statements as appropriately SUPPORTED. Peer reviewers emphasize these limitations more strongly in their UNSUPPORTED rating of functional claims.,4.0,9.0,2,elife-91648,v1,0.2222222222222222,9,4,Disagree
CMP2,R2,R5,Supported,Unsupported,MAJOR,MINOR,Disagree,"Both address visual inspection of pRF maps (C61). OpenEval considers this part of converging evidence supporting the claims. Peer review explicitly challenges this as UNSUPPORTED, with Reviewer 2 stating they disagree that differences are 'clear' and suggesting the visualization method is inadequate. This is a direct disagreement on the interpretability of the visual data.",15.0,1.0,1,elife-100734,v1,0.06666666666666667,1,15,Disagree
